timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,796095,521,2025-09-06 14:00:00,1757167200000
4h,566475,521,2025-09-06 12:00:00,1757160000000
1d,415401,521,2025-09-06 00:00:00,1757116800000
