timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,643165,517,2025-08-21 22:00:00,1755813600000
4h,528240,517,2025-08-21 20:00:00,1755806400000
1d,408890,517,2025-08-21 00:00:00,1755734400000
