timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,672103,517,2025-08-24 22:00:00,1756072800000
4h,535530,517,2025-08-24 20:00:00,1756065600000
1d,410127,517,2025-08-25 00:00:00,1756080000000
