timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,471637,410,2025-08-15 04:00:00,1755230400000
4h,406059,410,2025-08-15 04:00:00,1755230400000
1d,313400,410,2025-08-15 00:00:00,1755216000000
