timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,638305,517,2025-08-21 10:00:00,1755770400000
4h,527025,517,2025-08-21 08:00:00,1755763200000
1d,408890,517,2025-08-21 00:00:00,1755734400000
