timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,469213,410,2025-08-14 22:00:00,1755208800000
4h,405251,410,2025-08-14 20:00:00,1755201600000
1d,312996,410,2025-08-14 00:00:00,1755129600000
