timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,818599,522,2025-09-08 21:00:00,1757365200000
4h,572204,522,2025-09-08 20:00:00,1757361600000
1d,416220,522,2025-09-08 00:00:00,1757289600000
