timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,647681,517,2025-08-22 11:00:00,1755860400000
4h,530054,517,2025-08-22 20:00:00,1755892800000
1d,409295,517,2025-08-22 00:00:00,1755820800000
