timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,448627,409,2025-08-12 19:00:00,1755025200000
4h,400003,409,2025-08-12 16:00:00,1755014400000
1d,312188,409,2025-08-12 00:00:00,1754956800000
