timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,681235,517,2025-08-25 20:00:00,1756152000000
4h,537960,517,2025-08-25 20:00:00,1756152000000
1d,410510,517,2025-08-25 00:00:00,1756080000000
