timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,475677,410,2025-08-15 14:00:00,1755266400000
4h,406867,410,2025-08-15 12:00:00,1755259200000
1d,313400,410,2025-08-15 00:00:00,1755216000000
