timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,720581,519,2025-08-29 21:00:00,1756501200000
4h,547697,519,2025-08-29 20:00:00,1756497600000
1d,412134,519,2025-08-29 00:00:00,1756425600000
