timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,502029,410,2025-08-18 08:00:00,1755504000000
4h,413735,410,2025-08-18 08:00:00,1755504000000
1d,314612,410,2025-08-18 00:00:00,1755475200000
