timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,700315,518,2025-08-27 20:00:00,1756324800000
4h,542822,518,2025-08-27 20:00:00,1756324800000
1d,411321,518,2025-08-27 00:00:00,1756252800000
