timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,653290,517,2025-08-22 23:00:00,1755903600000
4h,530670,517,2025-08-22 20:00:00,1755892800000
1d,409295,517,2025-08-22 00:00:00,1755820800000
