timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,481512,410,2025-08-16 06:00:00,1755324000000
4h,408483,410,2025-08-16 04:00:00,1755316800000
1d,313804,410,2025-08-16 00:00:00,1755302400000
