timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,691765,517,2025-08-26 22:00:00,1756245600000
4h,540390,517,2025-08-26 20:00:00,1756238400000
1d,410915,517,2025-08-26 00:00:00,1756166400000
