timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,468809,410,2025-08-14 21:00:00,1755205200000
4h,405251,410,2025-08-14 20:00:00,1755201600000
1d,312996,410,2025-08-14 00:00:00,1755129600000
