timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,827627,523,2025-09-09 19:00:00,1757444400000
4h,574256,523,2025-09-09 16:00:00,1757433600000
1d,416631,523,2025-09-09 00:00:00,1757376000000
