timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,633445,517,2025-08-20 22:00:00,1755727200000
4h,525810,517,2025-08-20 20:00:00,1755720000000
1d,408485,517,2025-08-20 00:00:00,1755648000000
