timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,828038,523,2025-09-09 20:00:00,1757448000000
4h,574667,523,2025-09-09 20:00:00,1757448000000
1d,416631,523,2025-09-09 00:00:00,1757376000000
