timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,690955,517,2025-08-26 20:00:00,1756238400000
4h,540390,517,2025-08-26 20:00:00,1756238400000
1d,410915,517,2025-08-26 00:00:00,1756166400000
