timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,692980,517,2025-08-27 01:00:00,1756256400000
4h,540795,517,2025-08-27 00:00:00,1756252800000
1d,411320,517,2025-08-27 00:00:00,1756252800000
