timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,639520,517,2025-08-21 13:00:00,1755781200000
4h,527430,517,2025-08-21 12:00:00,1755777600000
1d,408890,517,2025-08-21 00:00:00,1755734400000
