timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,788733,521,2025-09-05 20:00:00,1757102400000
4h,564839,521,2025-09-05 20:00:00,1757102400000
1d,414992,521,2025-09-05 00:00:00,1757030400000
