timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,473253,410,2025-08-15 08:00:00,1755244800000
4h,406463,410,2025-08-15 08:00:00,1755244800000
1d,313400,410,2025-08-15 00:00:00,1755216000000
