timeframe,rows,distinct_symbols,max_ts_utc,max_ts_ms
1h,622915,517,2025-08-19 20:00:00,1755633600000
4h,523380,517,2025-08-19 20:00:00,1755633600000
1d,408080,517,2025-08-19 00:00:00,1755561600000
